décision;motif;siret;nom;code NAF;catégorie juridique;commune
exclue;"société civile immobilière";49406410800017;"Le Chatelet";68.20B;6540;"Chaux-Neuve"
à vérifier;"société déclarée en immobilier (68.20B)";10919309400017;"Le Pre Maitre Jean";68.20B;5499;"Chaux-Neuve"
gardée;"";94270817300011;"Le Virage";47.62Z;1000;"Chaux-Neuve"
gardée;"";80410469300010;"Les Amis Du Bon Vieux Temps";91.02Z;9220;"Chaux-Neuve"
exclue;"société civile immobilière";35113088500038;"Les Gentianes";68.20A;6540;"Chaux-Neuve"
gardée;"";83104933300022;"Les Mains Sur La Terre";01.28Z;1000;"Chaux-Neuve"
gardée;"";32001811200161;"Ligue De L Enseignement De Bourgogne-Franche-Comte (urfol)";55.20Z;9220;"Chaux-Neuve"
gardée;"";91065946500017;"Loic Guyon Veuillet";02.10Z;1000;"Chaux-Neuve"
exclue;"organisme public";21250142300017;"Mairie";84.11Z;7210;"Chaux-Neuve"
exclue;"particulier : location de son logement";81855787800019;"Marie Baud (faivre)";68.20A;1000;"Chaux-Neuve"
gardée;"";50509955600027;"Marie Gabrielle De La Chapelle (de Laitre)";02.20Z;1000;"Chaux-Neuve"
gardée;"";79785240700015;"Marie-Amelie Martin (morel)";02.10Z;1000;"Chaux-Neuve"
gardée;"";49183837100012;"Marie-Christne Baron (hanriot)";02.20Z;1000;"Chaux-Neuve"
exclue;"société civile immobilière";84045935800015;"Mavella";68.20B;6540;"Chaux-Neuve"
exclue;"particulier producteur d’énergie";98413602800011;"Michael Barbier";35.11Z;1000;"Chaux-Neuve"
gardée;"";53111574900016;"Michel Pagnier";02.20Z;1000;"Chaux-Neuve"
gardée;"";51041543300018;"Michelle Alpy (cordier)";02.20Z;1000;"Chaux-Neuve"
gardée;"";91936791200012;"Nicolas Blery";43.32A;5499;"Chaux-Neuve"
gardée;"";10336634000018;"Nova Sol Design";43.33Z;1000;"Chaux-Neuve"
gardée;"";48109084300014;"Odile Chamouton (pagnier)";02.20Z;1000;"Chaux-Neuve"
à vérifier;"association ou organisme au nom d’activité ouverte au public (94.99Z)";38858899800491;"Office Central Cooperation Ecole Doubs (occe 25)";94.99Z;9220;"Chaux-Neuve"
gardée;"";48334288700013;"Olivier Epars";01.41Z;1000;"Chaux-Neuve"
exclue;"société civile immobilière";79076902000013;"Outtier And Co";68.20B;6540;"Chaux-Neuve"
exclue;"particulier producteur d’énergie";40106638600020;"Pagnier Pierre-Henry";35.11Z;1000;"Chaux-Neuve"
gardée;"";44861680500017;"Patricia Murcia";81.21Z;1000;"Chaux-Neuve"
gardée;"";40904867500030;"Paul Sauvonnet";02.20Z;1000;"Chaux-Neuve"
gardée;"";40904867500048;"Paul Sauvonnet";01.45Z;1000;"Chaux-Neuve"
exclue;"particulier producteur d’énergie";98259946600017;"Pedro Lima Da Silva";35.11Z;1000;"Chaux-Neuve"
gardée;"";42203047800016;"Pierre Roussel";02.20Z;1000;"Chaux-Neuve"
à vérifier;"entrepreneur à enseigne déclaré en immobilier (68.20B)";40106638600012;"Pierre-Henry Pagnier (pagnier Pierre-Henry)";68.20B;1000;"Chaux-Neuve"
gardée;"";40106638600038;"Pierre-Henry Pagnier (pagnier Pierre-Henry)";02.10Z;1000;"Chaux-Neuve"
exclue;"organisme public";21250142300025;"Pole Scolaire Louise Et Rene Robbe";85.20Z;7210;"Chaux-Neuve"
exclue;"particulier : location de son logement";48791659500027;"Remi Bonnefoy Claudet";68.20A;1000;"Chaux-Neuve"
gardée;"";44790216400014;"Risoux Club";93.12Z;9220;"Chaux-Neuve"
gardée;"";41330347000020;"Roland Bailly";02.20Z;1000;"Chaux-Neuve"
gardée;"";43819035700014;"Sabine Larger (curtil)";02.20Z;1000;"Chaux-Neuve"
exclue;"société civile immobilière";48446246000011;"Sci Hatri";68.20B;6540;"Chaux-Neuve"
exclue;"société civile immobilière";98357441900013;"Sci Tournier";68.20B;6540;"Chaux-Neuve"
exclue;"organisme public";21250142300074;"Service Bois";02.20Z;7210;"Chaux-Neuve"
exclue;"organisme public";21250142300033;"Service Eau Et Assainissement";36.00Z;7210;"Chaux-Neuve"
gardée;"";21250142300041;"Service Teleski Chaux -Neuve";49.39C;7210;"Chaux-Neuve"
gardée;"";88164581600011;"Smart Electro";43.21A;5710;"Chaux-Neuve"
gardée;"";93847783300017;"Smart Electro Formation";85.59A;5710;"Chaux-Neuve"
gardée;"";48813902300011;"Sophie Scalabrino (maton)";01.43Z;1000;"Chaux-Neuve"
gardée;"";49357703500022;"Stephane Invernizzi";43.32A;1000;"Chaux-Neuve"
exclue;"copropriété";42270862800017;"Syndicat De Copropriete Le Sapin";81.10Z;9110;"Chaux-Neuve"
à vérifier;"association ou organisme au nom d’activité ouverte au public (94.99Z)";91276702700010;"Team Escargot Sport";94.99Z;9220;"Chaux-Neuve"
gardée;"";45286005900024;"Un Brin De Nature";47.76Z;1000;"Chaux-Neuve"
gardée;"";42804795500011;"Yolande Griffond";02.40Z;1000;"Chaux-Neuve"
gardée;"";75191133000023;"Chalet Gillard";56.10A;1000;"Le Crouzet"
gardée;"";51521766900016;"Cindy Mairot (wallaert)";47.99A;1000;"Le Crouzet"
gardée;"";81832182000016;"Dietmar Repare";95.11Z;1000;"Le Crouzet"
gardée;"";81977621200014;"Exploitation Agricole A Responsabilite Limitee Brocard Thierry";01.41Z;6598;"Le Crouzet"
gardée;"";99084590100018;"Fil De Fer Et Cale En Bois";43.22A;5499;"Le Crouzet"
gardée;"";49853454400024;"Les Clarines";56.10A;5499;"Le Crouzet"
exclue;"organisme public";21250179500018;"Mairie";84.11Z;7210;"Le Crouzet"
gardée;"";53996132600011;"Olivier Cordier";55.20Z;1000;"Le Crouzet"
exclue;"administrations et associations";44999664400018;"Parcours Communal";94.99Z;9220;"Le Crouzet"
exclue;"organisme public";21250179500034;"Service Bois";02.20Z;7210;"Le Crouzet"
exclue;"organisme public";21250179500026;"Service Eau Et Assainissement";36.00Z;7210;"Le Crouzet"
gardée;"";52410132600014;"Syndicat Pastoral Du Gillard";01.11Z;9220;"Le Crouzet"
à vérifier;"société déclarée en holding ou siège social (66.30Z)";99280464100015;"2lz";66.30Z;5710;"Fourcatier-Et-Maison-Neuve"
gardée;"";52475661600016;"Alcide Magrin";01.50Z;1000;"Fourcatier-Et-Maison-Neuve"
gardée;"";92512172500012;"Alice And Co";47.91A;1000;"Fourcatier-Et-Maison-Neuve"
gardée;"";88944564900029;"Angelina Nicod";55.20Z;1000;"Fourcatier Et Maison Neuve"
exclue;"organisme public";21250252000035;"Bois";02.20Z;7210;"Fourcatier-Et-Maison-Neuve"
à vérifier;"société déclarée en immobilier (68.20B)";92519722000013;"Chez Marie-Louise";68.20B;5710;"Fourcatier-Et-Maison-Neuve"
exclue;"administrations et associations";84258697600016;"Comite Des Fetes De Fourcatier Maison-Neuve";94.99Z;9220;"Fourcatier-Et-Maison-Neuve"
gardée;"";38488543000015;"Gaec Voies Du Mont";01.41Z;6533;"Fourcatier-Et-Maison-Neuve"
gardée;"";42862744200018;"Groupement Forestier De La Laizinette";02.20Z;2900;"Fourcatier-Et-Maison-Neuve"
gardée;"";80129820900017;"Isabelle Bailly";90.03A;1000;"Fourcatier-Et-Maison-Neuve"
gardée;"";38971397500016;"Jean Saillard";01.41Z;1000;"Fourcatier-Et-Maison-Neuve"
gardée;"";51970580000042;"Kevin Meunier";47.89Z;1000;"Fourcatier-Et-Maison-Neuve"
exclue;"société civile immobilière";80768053300013;"La Chrysalide";68.20B;6540;"Fourcatier-Et-Maison-Neuve"
exclue;"société civile";47856899100010;"La Fontaine";68.20B;6599;"Fourcatier-Et-Maison-Neuve"
exclue;"société civile immobilière";78935176400012;"La Goutte D'Or";68.20B;6540;"Fourcatier-Et-Maison-Neuve"
exclue;"société civile immobilière";52748682300018;"La Savoyarde";68.20B;6540;"Fourcatier-Et-Maison-Neuve"
exclue;"particulier : location de son logement";79071858900035;"Laurence Saintoux (claudel)";68.20A;1000;"Fourcatier-Et-Maison-Neuve"
exclue;"indivision";78846186100015;"Laurent Jeanmonnot";68.20A;2110;"Fourcatier-Et-Maison-Neuve"
gardée;"";94877670300019;"Ljl Sport";93.19Z;5710;"Fourcatier-Et-Maison-Neuve"
à vérifier;"société déclarée en holding ou siège social (64.20Z)";48006986300052;"Lp Developpement (lp Developpement Eurl)";64.20Z;5499;"Fourcatier-Et-Maison-Neuve"
à vérifier;"société déclarée en holding ou siège social (70.10Z)";94520047500016;"Lr 25";70.10Z;5710;"Fourcatier-Et-Maison-Neuve"
exclue;"organisme public";21250252000019;"Mairie";84.11Z;7210;"Fourcatier-Et-Maison-Neuve"
gardée;"";42804886200018;"Marcel Fayolle";01.41Z;1000;"Fourcatier-Et-Maison-Neuve"
gardée;"";81467569000014;"Marianne Rousselet (schiavon)";86.90F;1000;"Fourcatier Et Maison Neuve"
gardée;"";41848897900018;"Marie-Louise Jantet";01.41Z;1000;"Fourcatier Et Maison Neuve"
gardée;"";48199616300046;"Nicolas Beucler";85.51Z;1000;"Fourcatier-Et-Maison-Neuve"
gardée;"";33445281000024;"Pascal Baeyens";85.59A;1000;"Fourcatier-Et-Maison-Neuve"
gardée;"";94526797900017;"Place Nette 25";81.21Z;1000;"Fourcatier-Et-Maison-Neuve"
gardée;"";43967083700012;"Rousselet Pere Et Fils";43.33Z;5499;"Fourcatier-Et-Maison-Neuve"
exclue;"organisme public";21250252000027;"Service Eau Et Assainissement";36.00Z;7210;"Fourcatier-Et-Maison-Neuve"
exclue;"société civile immobilière";40933852200017;"Societe Civile Cgd";68.20B;6540;"Fourcatier-Et-Maison-Neuve"
exclue;"particulier : location de son logement";83794384400014;"Sylvie Gourim (vallet)";68.20A;1000;"Fourcatier-Et-Maison-Neuve"
gardée;"";48353075400017;"Synd D Elevage Mr Dumont Denis";01.11Z;9220;"Fourcatier-Et-Maison-Neuve"
gardée;"";10816646300019;"Wolf";47.91B;5710;"Fourcatier-Et-Maison-Neuve"
exclue;"particulier : location de son logement";39897865000016;"Alain Tissot";68.20B;1000;"Les Fourgs"
exclue;"particulier : location de son logement";89526110500020;"Aline Sergent";68.20A;1000;"Les Fourgs"
exclue;"administrations et associations";30279674300011;"Amicale Sapeurs Pompiers";94.99Z;9220;"Les Fourgs"
gardée;"";83756616500010;"Andree Fornage";02.10Z;1000;"Les Fourgs"
exclue;"particulier producteur d’énergie";95071864300014;"Angel Ganev";35.11Z;1000;"Les Fourgs"
gardée;"";49427431900016;"Arnaud Jouffroy";90.03A;1000;"Les Fourgs"
gardée;"";48037885000014;"Art Coiffure";96.02A;5499;"Les Fourgs"
exclue;"administrations et associations";41468621200013;"Ass Des Commercants Et Artisans (aca)";94.99Z;9220;"Les Fourgs"
exclue;"administrations et associations";77831180300010;"Assoc Chorale Sainte Cecile";94.99Z;9220;"Les Fourgs"
gardée;"";10948240600013;"Association Sportive Ecole Primaire Publique Les Fourgs";93.12Z;9220;"Les Fourgs"
exclue;"organisme public";20009065200013;"Association Syndicale Autorisee Des Bucles (asa)";42.99Z;7321;"Les Fourgs"
à vérifier;"société déclarée en immobilier (68.10Z)";99041648900013;"Atis";68.10Z;5710;"Les Fourgs"
gardée;"";98224721500014;"Au Coeur Du Village";47.11B;5499;"Les Fourgs"
gardée;"";50808164300019;"Bernard Cuinet";02.20Z;1000;"Les Fourgs"
exclue;"organisme public";21250254600147;"Bois";02.20Z;7210;"Les Fourgs"
gardée;"";92754573100014;"Brigitte Sabot (david)";47.99A;1000;"Les Fourgs"
gardée;"";87768101500013;"Bysshe";90.02Z;9220;"Les Fourgs"
gardée;"";35324592100039;"Camille Girod";02.20Z;1000;"Les Fourgs"
gardée;"";82157789700019;"Carrosserie Du Haut Plateau";45.20A;5710;"Les Fourgs"
exclue;"administrations et associations";51132122600017;"Cartable Pour Tous";94.99Z;9220;"Les Fourgs"
exclue;"organisme public";26250351900015;"Ccas";88.99B;7361;"Les Fourgs"
exclue;"société civile immobilière";83117712600016;"Cdj Immo";68.20B;6540;"Les Fourgs"
à vérifier;"association ou organisme au nom d’activité ouverte au public (94.99Z)";39914437700013;"Centre Sportif Et De Loisirs Des Fourgs";94.99Z;9220;"Les Fourgs"
gardée;"";42805246800017;"Chantal Tissot";02.20Z;1000;"Les Fourgs"
gardée;"";53907411200019;"Chez Daniel Et Fils";47.91B;1000;"Les Fourgs"
gardée;"";40902108600023;"Christian Tissot";02.10Z;1000;"Les Fourgs"
exclue;"société civile immobilière";82010613600014;"Clea";68.20B;6540;"Les Fourgs"
gardée;"";51101651100012;"Club Cycliste Du Haut Doubs";93.12Z;9220;"Les Fourgs"
exclue;"administrations et associations";84103880500013;"Comite Des Fetes Des Fourgs";94.99Z;9220;"Les Fourgs"
exclue;"particulier : location de son logement";82102612700018;"Corinne Marguet";68.20A;1000;"Les Fourgs"
exclue;"société civile immobilière";94865259900010;"Courtismo";68.20B;6540;"Les Fourgs"
gardée;"";43317145100019;"Cuma Du Toit Du Doubs";77.31Z;6316;"Les Fourgs"
exclue;"particulier : location de son logement";80828630600010;"David Bertolotti";68.20A;1000;"Les Fourgs"
gardée;"";51757415800013;"David Gudel";96.04Z;1000;"Les Fourgs"
exclue;"particulier : location de son logement";51757415800039;"David Gudel";68.20A;1000;"Les Fourgs"
exclue;"société civile immobilière";48334221800011;"Delame";68.20B;6540;"Les Fourgs"
gardée;"";94976843600014;"Demain Tout Ira Bien";32.13Z;1000;"Les Fourgs"
exclue;"particulier producteur d’énergie";90402057500018;"Denis Choux";35.11Z;1000;"Les Fourgs"
gardée;"";10353830200011;"Des Ayettes";01.41Z;6533;"Les Fourgs"
gardée;"";94881851300012;"Des Cimes";01.41Z;6533;"Les Fourgs"
exclue;"société civile";87945865100012;"Des Montagnes Voisines";68.20B;6534;"Les Fourgs"
à vérifier;"société déclarée en immobilier (68.20B)";49271528900012;"Develtis";68.20B;5499;"Les Fourgs"
exclue;"société civile immobilière";79381150600013;"Du Lys Martagon";68.20B;6540;"Les Fourgs"
exclue;"particulier : location de son logement";75133032500026;"Dylan Gaillard";68.20B;1000;"Les Fourgs"
gardée;"";51530256000013;"Earl Alexandre Barthelet";01.42Z;6598;"Les Fourgs"
exclue;"organisme public";21250254600022;"Ecole Primaire Publique";85.20Z;7210;"Les Fourgs"
gardée;"";10640832100011;"Ei Barthelet Charlotte";81.21Z;1000;"Les Fourgs"
gardée;"";50758845700030;"Electricite Generale Pierre-Alain Billet";43.21A;1000;"Les Fourgs"
gardée;"";10195423800016;"Eliott Marceau";74.90B;1000;"Les Fourgs"
gardée;"";90127311000014;"Elodie Janine Adelin Zaninhn (zanin)";47.99A;1000;"Les Fourgs"
gardée;"";38192793800039;"Espace Tourisme";55.10Z;5599;"Les Fourgs"
gardée;"";99983955800015;"Eurl Menuiserie Caretti";43.32A;5499;"Les Fourgs"
gardée;"";42003200500019;"Eurofen Production";16.23Z;5499;"Les Fourgs"
gardée;"";81262756000020;"Evole Energies - Est";47.30Z;5710;"Les Fourgs"
gardée;"";48210352000011;"Exploitation Agricole A Responsabilite Limitee Cote Dit Jacques";01.41Z;6598;"Les Fourgs"
gardée;"";10770778800017;"Fabiennegirard.fr";86.90F;1000;"Les Fourgs"
exclue;"société civile immobilière";52380649500017;"Familiale Barthelet";68.20B;6540;"Les Fourgs"
exclue;"société civile immobilière";48028690500017;"Familiale Grandvoinnet";68.20B;6540;"Les Fourgs"
exclue;"administrations et associations";30703668100012;"Fanfare De Les Fourgs";94.99Z;9220;"Les Fourgs"
exclue;"société civile immobilière";90998047600016;"Fcam";70.10Z;6540;"Les Fourgs"
gardée;"";79194931600024;"Fetes Vos Voeux";47.76Z;1000;"Les Fourgs"
exclue;"société civile immobilière";91482965000029;"Fl";68.20B;6540;"Les Fourgs"
exclue;"particulier : location de son logement";90899421300019;"Flavien Colas";68.20A;1000;"Les Fourgs"
gardée;"";84888843400018;"Francois Renaud";02.10Z;1000;"Les Fourgs"
exclue;"particulier : location de son logement";82800602300034;"Freddy Fresard";68.20A;1000;"Les Fourgs"
exclue;"particulier : location de son logement";91284722500022;"Frederic Goguilly";68.20A;1000;"Les Fourgs"
exclue;"particulier : location de son logement";92859145200018;"Frederic Serra";68.20A;1000;"Les Fourgs"
gardée;"";39328005200050;"Fromagerie Badoz";10.51C;5710;"Les Fourgs"
à vérifier;"société déclarée en immobilier (68.20B)";71282062000086;"Fromagerie De Clerval (fdc)";68.20B;5710;"Les Fourgs"
gardée;"";83293981300024;"Fruitiere Le Toit Du Doubs";47.11B;5499;"Les Fourgs"
gardée;"";89411745600018;"Gaec De L'Edelweiss";01.41Z;6533;"Les Fourgs"
gardée;"";49399895900024;"Gaec Des Tonnieres";01.50Z;6533;"Les Fourgs"
gardée;"";39371723600011;"Gaec Du Printemps";01.50Z;6533;"Les Fourgs"
gardée;"";42038704500016;"Gaec La Cle Des Champs";01.41Z;6533;"Les Fourgs"
gardée;"";30978907100011;"Gaec Les Gentianes";01.50Z;6533;"Les Fourgs"
gardée;"";43047576400022;"Gaec Reconnu De L Orgere";01.41Z;6533;"Les Fourgs"
gardée;"";40282484100033;"Gaec Reconnu Les Gros Buissons";01.50Z;6533;"Les Fourgs"
gardée;"";83873984500017;"Gaetane Tissot (bulle)";93.29Z;1000;"Les Fourgs"
gardée;"";10761237600015;"Galerie Renaud Widmer";90.03A;1000;"Les Fourgs"
gardée;"";39933047100018;"Garage Du Haut Plateau";45.20A;5710;"Les Fourgs"
à vérifier;"société déclarée en immobilier (68.20B)";87838702600015;"Gerald Marguet Thd";68.20B;5710;"Les Fourgs"
gardée;"";50325707300018;"Gerard Bulle";02.20Z;1000;"Les Fourgs"
exclue;"particulier : location de son logement";79903605800011;"Gerard Faivre Rampant";68.20A;1000;"Les Fourgs"
gardée;"";79903605800029;"Gerard Faivre Rampant";47.99A;1000;"Les Fourgs"
gardée;"";49962274400013;"Germain Tissot";02.40Z;1000;"Les Fourgs"
exclue;"particulier : location de son logement";30935116100034;"Gilles Tissot";68.20A;1000;"Les Fourgs"
gardée;"";44280011600018;"Gite D'Etape Des Granges Bailly";55.20Z;5499;"Les Fourgs"
à vérifier;"société déclarée en immobilier (68.20A)";30279672700014;"Gresset Madeleine Et Lucienne";68.20A;2210;"Les Fourgs"
gardée;"";98282971500019;"Hermitage";56.10A;5710;"Les Fourgs"
gardée;"";52444664800031;"Hocine Amrani";43.21A;1000;"Les Fourgs"
gardée;"";52289026800025;"Hugo Tissot";33.12Z;1000;"Les Fourgs"
exclue;"société civile immobilière";90865236500010;"Immotis";68.20B;6540;"Les Fourgs"
exclue;"indivision";81478194400016;"Indivision Girard V Et Descourvieres D";68.20A;2110;"Les Fourgs"
gardée;"";98406707400018;"Isabelle Taxi";49.32Z;5499;"Les Fourgs"
gardée;"";44477527400038;"Jacqueline Querry";86.90F;1000;"Les Fourgs"
exclue;"particulier : location de son logement";33144847200018;"Jean Tissot";68.20B;1000;"Les Fourgs"
exclue;"particulier : location de son logement";84983802400016;"Jean-Paul Bedouret";68.20A;1000;"Les Fourgs"
exclue;"particulier : location de son logement";42805300300011;"Jean-Pierre Gudel";68.20A;1000;"Les Fourgs"
gardée;"";85165033300046;"Jeanne Livet";86.90E;1000;"Les Fourgs"
gardée;"";53155704900032;"Jerome Lhostis";93.29Z;1000;"Les Fourgs"
gardée;"";48303727100028;"Jocelyn Tissot";01.42Z;1000;"Les Fourgs"
gardée;"";49198942200044;"Johann Fleury";62.02A;1000;"Les Fourgs"
gardée;"";92409873400016;"Josephine Josephine Cattel";93.29Z;1000;"Les Fourgs"
exclue;"société civile immobilière";88164732500011;"Jp Bonhomme";68.20B;6540;"Les Fourgs"
exclue;"société civile";49346576900013;"Js Immo";66.30Z;6599;"Les Fourgs"
exclue;"administrations et associations";43319886800013;"Jules Vitte";94.91Z;1000;"Les Fourgs"
gardée;"";92141369600011;"Jurachiens";01.49Z;6598;"Les Fourgs"
gardée;"";92795765400019;"Jybconseil";71.12B;1000;"Les Fourgs"
gardée;"";89749229405655;"Klara 25.8";35.11Z;5710;"Les Fourgs"
gardée;"";99342499300018;"L'Atelier De Clemence";15.12Z;1000;"Les Fourgs"
gardée;"";10906859300010;"L'Empreinte D'Inouk";96.09Z;1000;"Les Fourgs"
gardée;"";94249319800017;"L'Ere Du Vide";59.11A;9220;"Les Fourgs"
gardée;"";50065714300011;"L'Hermitage";55.10Z;5499;"Les Fourgs"
exclue;"administrations et associations";94503576400014;"La Confrerie Des Bourris";94.99Z;9220;"Les Fourgs"
exclue;"société civile immobilière";45357889000023;"La Grange De Haute Joux";68.20B;6540;"Les Fourgs"
gardée;"";42379105200016;"La Miche Du Frambourg";10.71C;5499;"Les Fourgs"
gardée;"";88772220500010;"La Semencerie";47.76Z;6220;"Les Fourgs"
exclue;"particulier : location de son logement";52199613200010;"La Semilla";68.20B;1000;"Les Fourgs"
gardée;"";88131631900014;"La Semilla-Distillerie Aymonier";01.13Z;6533;"Les Fourgs"
gardée;"";88422164900012;"La Sphynxerie";01.49Z;1000;"Les Fourgs"
exclue;"particulier : location de son logement";80322300700011;"Laurence Pianet";68.20A;1000;"Les Fourgs"
gardée;"";91304944100011;"Laurent Berguerand Psychotherapie";86.90F;1000;"Les Fourgs"
exclue;"société civile immobilière";85353534200010;"Le Chalet";70.10Z;6540;"Les Fourgs"
exclue;"administrations et associations";38841304900023;"Le Pays Bleu Blanc Vert";94.99Z;9220;"Les Fourgs"
exclue;"société civile immobilière";80181282700013;"Le Pic Vert";68.20B;6540;"Les Fourgs"
gardée;"";84392690800016;"Le Rucher Des Alpages";01.49Z;1000;"Les Fourgs"
gardée;"";85392241700011;"Le Snabeudzi";56.10A;5710;"Les Fourgs"
gardée;"";91265594100017;"Lena Tissot";47.99A;1000;"Les Fourgs"
exclue;"société civile immobilière";83137849200019;"Les Baroudeurs";68.20B;6540;"Les Fourgs"
exclue;"société civile immobilière";87995682900011;"Les Bucles";68.20B;6540;"Les Fourgs"
gardée;"";75008915300035;"Les Cles Administratives";82.19Z;1000;"Les Fourgs"
gardée;"";94403772000017;"Les Fourgs Singletrack";93.12Z;9220;"Les Fourgs"
gardée;"";34906013700016;"Les Granges Bailly Vacanc Loisir H Doubs";55.20Z;9220;"Les Fourgs"
