décision;motif;siret;nom;code NAF;catégorie juridique;commune
à vérifier;"société déclarée en holding ou siège social (64.30Z)";31291361900036;"Nouvelle Scierie Rochat Baud";64.30Z;5710;"Remoray-Boujeons"
gardée;"";81900803800013;"O Doubs Ceurs";56.10A;5499;"Remoray-Boujeons"
à vérifier;"association ou organisme au nom d’activité ouverte au public (94.99Z)";38858899800582;"Office Central Cooperation Ecole Doubs (occe 25)";94.99Z;9220;"Remoray-Boujeons"
gardée;"";39897936900012;"Patrick Perrin";55.20Z;1000;"Remoray-Boujeons"
exclue;"organisme public";21250486400118;"Production D' Energies";35.11Z;7210;"Remoray-Boujeons"
gardée;"";32421870000072;"Roger Cordier";47.89Z;1000;"Remoray-Boujeons"
gardée;"";79331960900012;"Roh La Vache";90.02Z;9220;"Remoray-Boujeons"
exclue;"société civile immobilière";40071968800022;"Sci Bacon Tacon";68.20B;6540;"Remoray-Boujeons"
exclue;"société civile immobilière";34462204800017;"Sci Du Moulin";68.20B;6540;"Remoray-Boujeons"
exclue;"société civile immobilière";79469180800016;"Sci Richardson";68.20B;6540;"Remoray Boujeons"
exclue;"société civile immobilière";45298481800016;"Sci T2e";68.20B;6540;"Remoray-Boujeons"
exclue;"organisme public";21250486400100;"Service Auberge";68.20B;7210;"Remoray-Boujeons"
exclue;"organisme public";21250486400076;"Service Bois";02.20Z;7210;"Remoray-Boujeons"
exclue;"organisme public";21250486400035;"Service Eau Et Assainissement";36.00Z;7210;"Remoray-Boujeons"
exclue;"organisme public";21250486400068;"Service Logements Sociaux";68.20A;7210;"Remoray-Boujeons"
exclue;"organisme public";21250486400050;"Service Transport Scolaire";49.39A;7210;"Remoray-Boujeons"
gardée;"";30176775200027;"Soc Chasse La Bredouille";93.12Z;9220;"Remoray-Boujeons"
exclue;"administrations et associations";44872784200016;"Synd Pastoral De Boujeons";94.99Z;9220;"Remoray-Boujeons"
exclue;"administrations et associations";44282951100017;"Syndicat Pastoral";94.11Z;9220;"Remoray-Boujeons"
exclue;"société civile immobilière";91279209000017;"Teddinon";68.20B;6540;"Remoray-Boujeons"
gardée;"";84193396300016;"Terraz Mini Pelle";43.12A;1000;"Remoray-Boujeons"
gardée;"";91327337100017;"Top Loc";77.12Z;1000;"Remoray-Boujeons"
gardée;"";75271572200019;"Verticelli Sebastien";02.40Z;5499;"Remoray-Boujeons"
gardée;"";39898305600019;"Vincent Renaud";01.41Z;1000;"Remoray-Boujeons"
exclue;"société civile immobilière";90521128000029;"Abcm";68.20B;6540;"Rochejean"
gardée;"";83190794400027;"Aduda Import Export";46.39B;1000;"Rochejean"
gardée;"";81096089800015;"Alpage Des Granges Raguin";55.20Z;5499;"Rochejean"
exclue;"administrations et associations";30279883000014;"Amicale Des Pompiers";94.99Z;9220;"Rochejean"
exclue;"particulier : location de son logement";84924538600016;"Angelique Voue";68.20A;1000;"Rochejean"
gardée;"";83483144800016;"Anthony Charge";55.20Z;1000;"Rochejean"
exclue;"particulier : location de son logement";74983022000028;"Armand Tillet";68.20A;1000;"Rochejean"
exclue;"administrations et associations";30701500800013;"Asso Communale Chasse";94.99Z;9220;"Rochejean"
gardée;"";91076764900015;"Association Agreee De Peche Et De Protection Du Milieu Aquatique De La Truite Du Haut-Doubs Et Du Bief Rouge (a.a.p.p.m.";93.19Z;9220;"Rochejean"
exclue;"administrations et associations";92415445300014;"Association Doubs Regards Solidarite";94.99Z;9220;"Rochejean"
exclue;"administrations et associations";79509199000015;"Association Usep Du Mont D'Or";94.99Z;9220;"Rochejean"
gardée;"";80359844000011;"Atelier So'Sable";10.72Z;1000;"Rochejean"
gardée;"";93303814300014;"Au Coeur De Sa Nature";86.90F;9220;"Rochejean"
gardée;"";91458083200014;"Aude Saillard Musicotherapeute";86.90F;1000;"Rochejean"
gardée;"";40269653800022;"Base Plein Air Aroeven";55.20Z;9220;"Rochejean"
gardée;"";91405923300017;"Bf Assurances Et Conseils";66.22Z;5710;"Rochejean"
gardée;"";97772487100016;"Bricodrey";17.23Z;1000;"Rochejean"
à vérifier;"société déclarée en immobilier (68.20B)";92213308700010;"Carriere Immobilier";68.20B;5710;"Rochejean"
exclue;"société civile immobilière";81334002300015;"Celja";68.20B;6540;"Rochejean"
gardée;"";78995099500017;"Chalet-Restaurant La Boissaude";56.10A;5710;"Rochejean"
gardée;"";90167640300024;"Charline Crevoisier";74.10Z;1000;"Rochejean"
gardée;"";44210157200026;"Christian Begin";93.29Z;1000;"Rochejean"
gardée;"";93303740000019;"Christian Melet";02.10Z;1000;"Rochejean"
gardée;"";51833338000021;"Christophe Coste";02.10Z;1000;"Rochejean"
gardée;"";94522752800011;"Circle Of Mindset";85.59A;5710;"Rochejean"
gardée;"";32317092800077;"Claude Jacquin";42.11Z;1000;"Rochejean"
gardée;"";94295579000020;"Cleanzy Car";45.20A;1000;"Rochejean"
exclue;"société civile immobilière";91423342400011;"Clinguislain";68.20B;6540;"Rochejean"
gardée;"";39495297200021;"Clovis Chauvelot";46.19B;1000;"Rochejean"
à vérifier;"association ou organisme au nom d’activité ouverte au public (94.99Z)";32009131700018;"Club Loisirs Action Jeunesse Franc Comte (claj)";94.99Z;9230;"Rochejean"
gardée;"";77569474811140;"Colonie De Vacances";55.20Z;8310;"Rochejean"
exclue;"société civile immobilière";89889076900026;"Combe Vernet";68.20B;6540;"Rochejean"
exclue;"administrations et associations";82848048300019;"Comite Des Fetes De Rochejean (cfr)";94.99Z;9220;"Rochejean"
exclue;"copropriété";45110523300014;"Copr Le Montaneige";81.10Z;9110;"Rochejean"
gardée;"";37997566700062;"Crystelle Herrmann (gougeon)";86.90F;1000;"Rochejean"
exclue;"société civile immobilière";89386437100016;"De La Sabliere";68.20B;6540;"Rochejean"
exclue;"société civile immobilière";90359346500011;"Derriere Les Sapins";68.20B;6540;"Rochejean"
gardée;"";90251829900018;"Dominique Morellet";02.10Z;1000;"Rochejean"
exclue;"administrations et associations";82481983300016;"Doubs R Balloons (drb)";94.99Z;9220;"Rochejean"
exclue;"organisme public";21250494800028;"Ecole Primaire Intercom Fontaines";85.20Z;7210;"Rochejean"
exclue;"administrations et associations";93438962800017;"Elevages Plein-Air Et Biodiversite De Franche-Comte";94.99Z;9220;"Rochejean"
gardée;"";92222609700017;"Elisa Ferte (feret)";86.90E;1000;"Rochejean"
gardée;"";82347664300015;"Etf Salvi Adrien";02.40Z;5710;"Rochejean"
gardée;"";31177537300047;"Etienne Wattre";14.19Z;1000;"Rochejean"
exclue;"particulier : location de son logement";43172893000030;"Ferjeux Chevenement";68.20A;1000;"Rochejean"
exclue;"particulier : location de son logement";93056306900010;"Florence Gerriet (bachut)";68.20A;1000;"Rochejean"
exclue;"particulier producteur d’énergie";81215538000015;"Florent Faivre";35.11Z;1000;"Rochejean"
gardée;"";51108159800019;"Francoise Mougin (guinchard)";02.20Z;1000;"Rochejean"
gardée;"";79147278000018;"G.p.btp";43.99C;5499;"Rochejean"
gardée;"";41186749200026;"Gaec Des Granges Vannod";01.41Z;6533;"Rochejean"
exclue;"société civile immobilière";10293045000014;"Garbal Immo";68.20A;6540;"Rochejean"
exclue;"particulier : location de son logement";80191390600013;"Gerald Marguet";68.20A;1000;"Rochejean"
exclue;"particulier : location de son logement";80009248800017;"Gilles Salvi";68.20A;1000;"Rochejean"
exclue;"particulier producteur d’énergie";98186561100025;"Guillaume Comte";35.11Z;1000;"Rochejean"
exclue;"particulier producteur d’énergie";98515469900021;"Habib Gontara (personal Pruducts Co)";35.11Z;1000;"Rochejean"
exclue;"société civile immobilière";98004829200018;"Heam";68.20B;6540;"Rochejean"
exclue;"société civile immobilière";51921584200013;"Immo B";68.20B;6540;"Rochejean"
exclue;"indivision";88147442300012;"Indivduval - Grandmottet";68.20A;2110;"Rochejean"
exclue;"indivision";99418698900012;"Indivision Boesch / Stribit";68.20A;2110;"Rochejean"
exclue;"indivision";41383055500012;"Indivision Clement Raymond Et Jules";68.20B;2110;"Rochejean"
exclue;"société civile immobilière";90487450000013;"Jacquin";68.20B;6540;"Rochejean"
gardée;"";90188008800017;"Jean Marc Paget";01.13Z;1000;"Rochejean"
exclue;"particulier : location de son logement";80029557800010;"Jean Parret";68.20A;1000;"Rochejean"
gardée;"";40221162700029;"Jean-Marie Saillard";02.20Z;1000;"Rochejean"
gardée;"";77834503300014;"Jeunesse Sportive";93.12Z;9220;"Rochejean"
gardée;"";87930118200017;"Julie Gaudet";47.99A;1000;"Rochejean"
gardée;"";80870984400027;"Justine Vandenameele";85.51Z;1000;"Rochejean"
gardée;"";84969662000012;"L'Repass'";81.21Z;1000;"Rochejean"
exclue;"société civile immobilière";50946767600011;"La Petite Echelle";68.20B;6540;"Rochejean"
gardée;"";92807095200017;"La Petite Echelle";55.20Z;5710;"Rochejean"
gardée;"";98329361400019;"La Petite Echelle";56.10C;5499;"Rochejean"
exclue;"société civile immobilière";95225295500010;"La Pouillaine";70.10Z;6540;"Rochejean"
exclue;"administrations et associations";45088097600029;"La Sarbacane Theatre";94.99Z;9220;"Rochejean"
exclue;"particulier : location de son logement";39845633500031;"Laurent Raguin";68.20A;1000;"Rochejean"
gardée;"";42908923800027;"Lcj Prestations";81.29B;5499;"Rochejean"
à vérifier;"entrepreneur à enseigne déclaré en immobilier (68.20A)";50956565100023;"Le Chalet De Poche";68.20A;1000;"Rochejean"
exclue;"société civile immobilière";95239011000015;"Le Chalet Des Brigands";68.20B;6540;"Rochejean"
gardée;"";83819331600026;"Le Fournil Du Mont D Or";10.71C;5499;"Rochejean"
exclue;"société civile immobilière";85357856500014;"Le Saint Nicolas";68.20B;6540;"Rochejean"
exclue;"société civile immobilière";83826297000026;"Le Trou Dans Le Mont D'Or";68.20B;6540;"Rochejean"
gardée;"";94489033400013;"Les Creas De Nadia";32.13Z;1000;"Rochejean"
gardée;"";48880489900026;"Les Ecuries Des Meix";93.19Z;1000;"Rochejean"
exclue;"société civile immobilière";81531673200016;"Les Granges Raguin";68.20B;6540;"Rochejean"
exclue;"administrations et associations";50846371800025;"Les P Tits Brigands";94.99Z;9220;"Rochejean"
gardée;"";87952207600022;"Lingualink Formation";85.59B;1000;"Rochejean"
exclue;"particulier : location de son logement";43795898600022;"Lionel Chevassu";68.20A;1000;"Rochejean"
exclue;"particulier : location de son logement";43795898600030;"Lionel Chevassu";68.20A;1000;"Rochejean"
exclue;"organisme public";21250494800085;"Lotissement Chenaillon Ii";42.99Z;7210;"Rochejean"
exclue;"société civile immobilière";82314532100019;"Maelina";68.20B;6540;"Rochejean"
exclue;"organisme public";21250320500024;"Mairie";68.20B;7210;"Rochejean"
exclue;"organisme public";21250494800010;"Mairie";84.11Z;7210;"Rochejean"
gardée;"";79525871400018;"Maison Scandinave";47.78C;5710;"Rochejean"
gardée;"";49316926200018;"Marie Calixte Bordeaux Groult (vyau De Lagarde)";02.20Z;1000;"Rochejean"
gardée;"";10509075700011;"Martial Crevoisier";47.89Z;1000;"Rochejean"
gardée;"";88784329000016;"Mathieu Rousselet";47.99A;1000;"Rochejean"
exclue;"société civile immobilière";82919400000016;"Mcn";68.20B;6540;"Rochejean"
gardée;"";81123210700011;"Meix Loisirs";93.29Z;5499;"Rochejean"
gardée;"";93940121200013;"Menuiserie Du Mont D'Or";43.32A;5499;"Rochejean"
gardée;"";40976976700016;"Michel Parraud";41.20B;1000;"Rochejean"
gardée;"";80467406700017;"Nature En Decor";47.76Z;1000;"Rochejean"
gardée;"";35167696000021;"Norbert Bournez (bournez Norbert La Petite Echelle)";01.41Z;1000;"Rochejean"
gardée;"";79526964600019;"Nordic Source";47.78C;1000;"Rochejean"
gardée;"";81152930400016;"Onglerie Du Bout Des Doigts";96.02B;1000;"Rochejean"
gardée;"";10140401000015;"Oudet Forest Sas";02.40Z;5710;"Rochejean"
gardée;"";10248850900013;"Oudet Sciage";16.10A;1000;"Rochejean"
gardée;"";33028857200028;"Patrice Melet";02.20Z;1000;"Rochejean"
gardée;"";33340757500013;"Patrick Thomet";46.13Z;1000;"Rochejean"
gardée;"";40027951900013;"Paul Raguin";02.20Z;1000;"Rochejean"
gardée;"";98515469900013;"Personal Pruducts Co";96.09Z;1000;"Rochejean"
gardée;"";33773515300021;"Pierre Passard";43.32A;1000;"Rochejean"
exclue;"administrations et associations";87926549400010;"Pomme De Pain";94.99Z;9220;"Rochejean"
exclue;"particulier : location de son logement";88476711200029;"Raphael Tejada";68.20A;1000;"Rochejean"
gardée;"";95373784800010;"Real-Eastate Sarl";68.31Z;5499;"Rochejean"
gardée;"";34434917000011;"Salvi Hotel";55.10Z;5499;"Rochejean"
à vérifier;"société déclarée en immobilier (68.20B)";10052308300010;"Salvi Immo";68.20B;5710;"Rochejean"
gardée;"";10759813800017;"Sarah Mesnier";85.51Z;1000;"Rochejean"
exclue;"société civile immobilière";88375850000028;"Sbimmo";68.20B;6540;"Rochejean"
gardée;"";39103344600025;"Scdf Melet Yves Et Patrice";02.20Z;2210;"Rochejean"
exclue;"société civile immobilière";48304862500014;"Sci Ankena";68.20B;6540;"Rochejean"
exclue;"société civile immobilière";89354178900010;"Sci De La Fee Verte";68.20B;6540;"Rochejean"
exclue;"société civile";44361407800022;"Sci Des Meix";68.20B;6599;"Rochejean"
exclue;"société civile immobilière";95297397200013;"Sci Imboyon";68.20B;6540;"Rochejean"
exclue;"société civile immobilière";39328788300010;"Sci Wattre";68.20B;6540;"Rochejean"
exclue;"particulier : location de son logement";10004263900011;"Sebastien Gonzalez";68.20B;1000;"Rochejean"
gardée;"";45005870600042;"Sebastien Gruet";85.51Z;1000;"Rochejean"
exclue;"organisme public";21250494800044;"Service Assainissement";37.00Z;7210;"Rochejean"
exclue;"organisme public";21250494800069;"Service Bois";02.20Z;7210;"Rochejean"
exclue;"organisme public";21250494800051;"Service Eau";36.00Z;7210;"Rochejean"
gardée;"";47994158500016;"Simone Raguin";02.20Z;1000;"Rochejean"
gardée;"";45393430900023;"Societe Nouvellle Saulnier";42.11Z;5499;"Rochejean"
gardée;"";44173621200024;"Sonia Magnin";85.51Z;1000;"Rochejean"
à vérifier;"société déclarée en holding ou siège social (64.20Z)";92134476800012;"Sonmat";64.20Z;5710;"Rochejean"
exclue;"copropriété";38328937800010;"Syndicat Copropriete Immeuble Pourchet";81.10Z;9110;"Rochejean"
gardée;"";79983838800020;"Syndicat D Alpage";02.20Z;3220;"Rochejean"
gardée;"";80841313200016;"Terres Des Meix";23.41Z;1000;"Rochejean"
gardée;"";10519624000011;"Tom Duval";43.99D;1000;"Rochejean"
exclue;"particulier producteur d’énergie";82797466800010;"William Marta";35.11Z;1000;"Rochejean"
gardée;"";48060235800016;"Yannick Przybor";85.51Z;1000;"Rochejean"
exclue;"société civile immobilière";84429236700019;"Baud Et Fils";68.20B;6540;"Rondefontaine"
gardée;"";75029996800016;"Claude Gresard";02.20Z;1000;"Rondefontaine"
gardée;"";42802620700020;"Colette Prost";02.10Z;1000;"Rondefontaine"
exclue;"organisme public";21250501000042;"Eau";36.00Z;7210;"Rondefontaine"
gardée;"";93780270000016;"Espace Glamour";96.02B;1000;"Rondefontaine"
exclue;"organisme public";21250501000018;"Mairie";84.11Z;7210;"Rondefontaine"
gardée;"";75029995000014;"Pierre Gresard";02.20Z;1000;"Rondefontaine"
exclue;"organisme public";21250501000034;"Service Bois";02.20Z;7210;"Rondefontaine"
exclue;"organisme public";21250501000026;"Service Eau Et Assainissement";36.00Z;7210;"Rondefontaine"
gardée;"";91414958800016;"Africa Global Greening";88.99B;9220;"Saint-Antoine"
gardée;"";80884734700024;"Agri Porc Franche Comte";01.46Z;5710;"Saint-Antoine"
gardée;"";40360081000010;"Alain Chapuis";01.41Z;1000;"Saint-Antoine"
exclue;"particulier : location de son logement";48168077500030;"Alexandre Rousselet";68.20A;1000;"Saint-Antoine"
gardée;"";10013124200016;"Alexia Boillot";70.22Z;1000;"Saint-Antoine"
exclue;"administrations et associations";30701473800016;"Amical Anciens Soldats";94.99Z;9220;"Saint-Antoine"
gardée;"";90100982900044;"Anne-Laure Patoz";96.04Z;1000;"Saint-Antoine"
gardée;"";81462283300014;"Au Bon Coin";55.20Z;1000;"Saint-Antoine"
gardée;"";50312621100021;"Boucard Mont D'Or Tp";43.12A;5499;"Saint-Antoine"
gardée;"";79395123700015;"Brice Troutet";43.39Z;1000;"Saint-Antoine"
gardée;"";79799449800039;"Capilosophie";96.02A;1000;"Saint-Antoine"
à vérifier;"société déclarée en holding ou siège social (70.10Z)";99958066500019;"Cbr";70.10Z;5499;"Saint-Antoine"
gardée;"";83871792400016;"Cdm3d";72.19Z;1000;"Saint-Antoine"
gardée;"";85007718100012;"Christine Joostens-Egret (joostens)";90.03B;1000;"Saint-Antoine"
exclue;"organisme public";21250514300082;"Cimetiere";96.03Z;7210;"Saint-Antoine"
exclue;"particulier : location de son logement";89992688500018;"Cyril Chatrenet";68.20A;1000;"Saint-Antoine"
gardée;"";53934786400016;"Didier Robbe";43.32A;1000;"Saint-Antoine"
gardée;"";50202658600029;"Earl Chapuis Philippe";01.50Z;6598;"Saint-Antoine"
gardée;"";88959902300013;"Energetique Egret";71.20B;5499;"Saint-Antoine"
gardée;"";42025595200038;"Eurl Des Alpages";47.29Z;5499;"Saint-Antoine"
gardée;"";41127619900030;"Fernand Tessier";43.91A;1000;"Saint-Antoine"
gardée;"";40921980500010;"Football Club Mont D'Or Lacs";93.12Z;9220;"Saint-Antoine"
gardée;"";66282020800020;"Fromageries Marcel Petite";10.51C;5710;"Saint-Antoine"
exclue;"société civile immobilière";10494320400016;"Fzoto";68.20B;6540;"Saint-Antoine"
gardée;"";40223838000016;"Gaec De Beaumont";01.41Z;6533;"Saint-Antoine"
gardée;"";92064042200019;"Gite Le Cocon Cura Te";55.20Z;2110;"Saint-Antoine"
gardée;"";80122187000018;"Groupement Agricole D'Exploitation En Commun Reconnu Du Vezenay";01.41Z;6533;"Saint-Antoine"
gardée;"";74996740200019;"Jean Gresard";02.20Z;1000;"Saint-Antoine"
exclue;"particulier : location de son logement";52229051900027;"Jean-Philippe Gagelin";68.20A;1000;"Saint-Antoine"
gardée;"";52229051900035;"Jean-Philippe Gagelin";02.10Z;1000;"Saint Antoine"
exclue;"particulier : location de son logement";33945785500015;"Joel Vionnet";68.20B;1000;"Saint-Antoine"
exclue;"particulier : location de son logement";97934730900028;"Josee Hue-Perron (perron)";68.20A;1000;"Saint-Antoine"
exclue;"société civile immobilière";85296672000017;"Jsdmas";68.32A;6540;"Saint-Antoine"
gardée;"";84246579100023;"Karate Do Metabief (kdm)";85.51Z;9220;"Saint-Antoine"
gardée;"";51970580000034;"Kevin Meunier";45.11Z;1000;"Saint-Antoine"
exclue;"société civile immobilière";53265186600016;"Le Nad";68.20B;6540;"Saint-Antoine"
exclue;"administrations et associations";93906837500012;"Les Amis Du Comice 2025";94.99Z;9220;"Saint-Antoine"
exclue;"administrations et associations";98884709100010;"Les Amis Du Rougebief";94.99Z;9220;"Saint-Antoine"
exclue;"société civile immobilière";81482368800019;"Les Chats Gris";68.20B;6540;"Saint-Antoine"
exclue;"indivision";10251409800015;"Lmnp Troutet";68.20A;2110;"Saint-Antoine"
exclue;"particulier : location de son logement";99084622200018;"Loic Barthet";68.20A;1000;"Saint-Antoine"
exclue;"organisme public";21250514300074;"Lotissement De La Fabrique";42.99Z;7210;"Saint-Antoine"
gardée;"";90064196000019;"Louise Gagliardi Yoga";85.51Z;1000;"Saint-Antoine"
exclue;"organisme public";21250514300017;"Mairie";84.11Z;7210;"Saint-Antoine"
gardée;"";90788565100014;"Menuiserie Florent Locatelli";43.32A;1000;"Saint-Antoine"
exclue;"particulier : location de son logement";35220511600036;"Nathalie Laine";68.20A;1000;"Saint-Antoine"
exclue;"particulier : location de son logement";91350476700025;"Olivier Fremont";68.20A;1000;"Saint-Antoine"
gardée;"";75308403700047;"Pierre-Antoine Lefevre";86.90E;1000;"Saint-Antoine"
gardée;"";90025387300013;"Reve'Elle Toi";96.09Z;1000;"Saint-Antoine"
exclue;"société civile immobilière";37907287900016;"Sci La Cure";68.20B;6540;"Saint-Antoine"
exclue;"organisme public";21250514300041;"Service Bois";02.20Z;7210;"Saint-Antoine"
